Date,close,high,low,open,volume,symbol
2023-03-03,2743.965087890625,2766.4203335298184,2726.3110239401644,2751.918983983131,679295,ASIANPAINT
2023-03-06,2778.59375,2797.460068214997,2745.322939689839,2757.6903515725508,1050267,ASIANPAINT
2023-03-08,2773.74365234375,2783.88003227603,2742.1703314440197,2783.88003227603,580250,ASIANPAINT
2023-03-09,2767.923583984375,2786.256357034475,2751.7247481801796,2776.1199775054047,774224,ASIANPAINT
2023-03-10,2745.2744140625,2758.6603661557356,2722.7706215890116,2758.6603661557356,489978,ASIANPAINT
2023-03-13,2700.654541015625,2763.9465860884293,2689.014624680397,2738.775314376439,813217,ASIANPAINT
2023-03-14,2663.213134765625,2703.3222071310624,2657.8296257286497,2699.4422347533823,1060450,ASIANPAINT
2023-03-15,2742.55810546875,2780.339522160226,2682.2245884077997,2689.01453938798,2170346,ASIANPAINT
2023-03-16,2806.4326171875,2812.9800708005705,2743.819513421045,2764.480414407457,1755487,ASIANPAINT
2023-03-17,2776.75048828125,2836.2111091471825,2769.3786832473547,2836.2111091471825,1848073,ASIANPAINT
2023-03-20,2769.4755859375,2827.529765208051,2746.098895319118,2827.529765208051,1074367,ASIANPAINT
2023-03-21,2753.9072265625,2800.3697966300324,2749.9301605286255,2772.3854037978917,691891,ASIANPAINT
2023-03-22,2754.634765625,2767.5354833066995,2730.384940186164,2740.230274588451,731807,ASIANPAINT
2023-03-23,2713.8466796875,2738.2904578784132,2684.6983403446607,2732.567593446849,1016581,ASIANPAINT
2023-03-24,2714.525634765625,2731.1609213641013,2689.6454069859774,2713.846686972472,784111,ASIANPAINT
2023-03-27,2719.6181640625,2735.3805519950956,2702.8857830263596,2714.525700268892,791560,ASIANPAINT
2023-03-28,2700.89697265625,2726.262431799964,2682.0306560911704,2707.2504741954635,558581,ASIANPAINT
2023-03-29,2687.365966796875,2709.9183070704817,2672.331073281137,2700.897323598093,1087648,ASIANPAINT
2023-03-31,2678.781005859375,2691.7305068071887,2665.0556999829732,2673.349187285804,1967803,ASIANPAINT
2023-04-03,2693.670654296875,2698.1810271772156,2627.371535724687,2664.5223162743655,1035295,ASIANPAINT
2023-04-05,2724.2255859375,2727.1841122169863,2669.6634747717585,2677.1809211990385,668643,ASIANPAINT
2023-04-06,2725.53515625,2740.230456716771,2703.176768346412,2723.2070307643125,627554,ASIANPAINT
2023-04-10,2693.040283203125,2725.680454417148,2672.427931012248,2725.680454417148,1215461,ASIANPAINT
2023-04-11,2671.1669921875,2706.280694335287,2667.5295181359743,2706.280694335287,1246379,ASIANPAINT
2023-04-12,2703.128173828125,2721.9944915790093,2668.4509217551526,2672.8644375637464,2235399,ASIANPAINT
2023-04-13,2725.43798828125,2728.881510991963,2698.5206809852966,2703.0796009841915,602597,ASIANPAINT
2023-04-17,2757.787353515625,2760.2123361567474,2721.800516395488,2740.2303844680164,754555,ASIANPAINT
2023-04-18,2768.9423828125,2772.6767141382034,2745.177551992728,2762.5403336616937,717724,ASIANPAINT
2023-04-19,2725.3896484375,2767.099353003617,2716.611163253081,2751.2401074260356,799624,ASIANPAINT
2023-04-20,2758.514892578125,2765.4502483171523,2728.7359158154673,2735.3804630846616,761101,ASIANPAINT
2023-04-21,2795.6171875,2800.370058928858,2761.667429251815,2761.667429251815,894930,ASIANPAINT
2023-04-24,2804.346923828125,2811.0397809616766,2766.420101898793,2795.6169866201694,782967,ASIANPAINT
2023-04-25,2811.0400390625,2814.6775132331295,2778.205677489728,2804.2986342958784,636120,ASIANPAINT
2023-04-26,2822.679931640625,2828.9363397962657,2801.388630378308,2810.021474274962,569221,ASIANPAINT
2023-04-27,2812.931396484375,2832.3798051808376,2807.014580761013,2828.0148363029907,599461,ASIANPAINT
2023-04-28,2815.259521484375,2832.331257670373,2761.182407062687,2832.331257670373,1080665,ASIANPAINT
2023-05-02,2812.54345703125,2845.668625687673,2806.1899550517883,2823.601283317321,663800,ASIANPAINT
2023-05-03,2841.78857421875,2873.5072994010247,2810.069849036475,2830.4397029645957,1237193,ASIANPAINT
2023-05-04,2893.343505859375,2896.5442930765016,2834.464745559012,2859.53915752437,1008540,ASIANPAINT
2023-05-05,2922.540283203125,2934.2287459009744,2862.4978128475896,2881.84912531299,1326561,ASIANPAINT
2023-05-08,2928.845458984375,2944.6078460012636,2903.1891902490584,2924.5290372873073,941879,ASIANPAINT
2023-05-09,2943.735107421875,2982.5348314242337,2920.4067260025126,2925.5477367957697,1025850,ASIANPAINT
2023-05-10,2950.13671875,2965.2687048056064,2928.3118754859743,2951.640255315574,751851,ASIANPAINT
2023-05-11,3045.53564453125,3061.4434356466963,2940.5338980480883,2960.467302364646,3229605,ASIANPAINT
2023-05-12,3037.145263671875,3084.3353297422705,2993.398483397955,3044.808113864608,1998170,ASIANPAINT
2023-05-15,3038.0185546875,3072.938308189655,3027.3971770268745,3040.152492260796,810281,ASIANPAINT
2023-05-16,3043.935302734375,3070.7069689821324,3028.65791210752,3038.0182503688834,822404,ASIANPAINT
2023-05-17,2999.655029296875,3053.4896448135755,2983.262241099658,3041.898274961661,835371,ASIANPAINT
2023-05-18,3015.757080078125,3031.22842258405,3000.431141810596,3012.458961465521,498067,ASIANPAINT
2023-05-19,2991.894775390625,3034.089469676407,2975.9869853742753,3030.2580447996015,633262,ASIANPAINT
2023-05-22,2992.33154296875,3012.4105890772307,2954.598907069228,2977.8787408741073,659425,ASIANPAINT
2023-05-23,3026.960205078125,3034.0895114322648,2992.428360070718,2994.3683460415905,581204,ASIANPAINT
